Date,Sales,Revenue,Customers
2023-12-28,428,9040.790155697086,15
2023-12-29,636,4702.590321367938,88
2023-12-30,254,3215.975487133935,93
2023-12-31,475,5471.647768846488,11
2024-01-01,157,5641.968786535808,81
2024-01-02,525,2505.2030982530787,51
2024-01-03,922,4522.998616498279,5
2024-01-04,366,8003.19179127459,38
2024-01-05,162,5581.520915556809,31
2024-01-06,833,7465.377506357643,58
2024-01-07,999,5226.710647616246,7
2024-01-08,339,8463.015689806218,71
2024-01-09,674,8217.614218209214,59
2024-01-10,775,3926.6340638696183,26
2024-01-11,456,6919.96320650533,12
2024-01-12,179,8822.652599099845,9
2024-01-13,290,7940.733687902542,21
2024-01-14,518,3567.7836412429588,40
2024-01-15,417,2962.9044549811424,23
2024-01-16,201,7156.416342023897,2
2024-01-17,938,1335.1621436848072,81
2024-01-18,125,8436.288964063744,87
2024-01-19,424,7908.0696397507,54
2024-01-20,448,8500.595081153857,91
2024-01-21,940,8510.716869900665,22
2024-01-22,161,1779.7650523280186,82
2024-01-23,936,8995.132101341693,84
2024-01-24,959,2329.8532013991,80
2024-01-25,425,8597.778320331647,37
2024-01-26,263,9948.445808994204,89
2024-01-27,215,3260.2058223528797,34
2024-01-28,269,6116.799057984443,76
2024-01-29,411,2025.1498782771685,98
2024-01-30,751,3141.303345445767,49
2024-01-31,636,3109.157081415202,6
2024-02-01,766,9026.978140221949,90
2024-02-02,487,6329.644240123269,78
2024-02-03,465,7138.2807208669665,18
2024-02-04,170,3696.282142219098,33
2024-02-05,789,9638.341668304041,44
2024-02-06,595,5106.682620287832,56
2024-02-07,539,6841.293207243447,24
2024-02-08,503,7820.79466551857,72
2024-02-09,281,9048.391437249134,4
2024-02-10,199,7184.282990900386,98
2024-02-11,543,9884.734701102663,97
2024-02-12,289,1820.4657446557185,4
2024-02-13,962,5887.059324264773,95
2024-02-14,637,3367.127368284874,71
2024-02-15,354,3199.3628974317453,3
2024-02-16,459,9404.669259615877,13
2024-02-17,773,3625.659658182277,19
2024-02-18,120,6066.0340744018595,86
2024-02-19,723,3256.260607398076,12
2024-02-20,764,7519.404111427158,39
2024-02-21,259,1303.7628171930305,24
2024-02-22,872,4998.255838378969,62
2024-02-23,713,9815.808774281673,43
2024-02-24,477,7257.975855482483,46
2024-02-25,154,1532.130390575336,28
2024-02-26,491,4411.575253319017,36
2024-02-27,774,8106.062242528102,57
2024-02-28,924,1855.8987450874079,75
2024-02-29,282,9971.01988775802,4
2024-03-01,456,3576.013017249204,92
2024-03-02,343,5824.397137993376,42
2024-03-03,453,1863.5026473849357,30
2024-03-04,512,1733.1939047150113,1
2024-03-05,876,3942.8006987506487,9
2024-03-06,445,1163.7573803910818,80
2024-03-07,106,5288.288668366158,96
2024-03-08,500,7211.79177204493,69
2024-03-09,401,2691.690764120682,22
2024-03-10,128,6608.69479046982,54
2024-03-11,259,1273.299082131175,67
2024-03-12,847,2195.456762674091,34
2024-03-13,788,7580.816163680832,27
2024-03-14,345,8463.928169684063,6
2024-03-15,842,3616.2392116141964,91
2024-03-16,869,7784.2399157417785,56
2024-03-17,421,7021.010453091608,17
2024-03-18,304,4744.699619821604,20
2024-03-19,192,1981.5959296686528,66
2024-03-20,721,8705.06845804333,19
2024-03-21,249,3349.067540421038,79
2024-03-22,497,5432.285037077323,41
2024-03-23,582,3740.2547168742703,45
2024-03-24,616,4207.128095688064,59
2024-03-25,369,7631.910813106356,76
2024-03-26,165,6427.318239534596,56
2024-03-27,909,3441.7951021134004,19
2024-03-28,853,8053.489781100071,46
2024-03-29,210,8765.016428468836,95
2024-03-30,784,2234.3016365907124,19
2024-03-31,887,4674.532412467202,99
2024-04-01,385,4655.224846181007,64
2024-04-02,172,7965.535591508845,28
2024-04-03,364,4889.464607623181,43
2024-04-04,567,6693.965482304784,3
2024-04-05,260,6030.248464093957,14
2024-04-06,183,5427.252481188506,70
2024-04-07,522,6418.7664653743195,26
2024-04-08,746,4235.8022812860545,25
2024-04-09,875,2202.1893716746395,4
2024-04-10,688,9771.556563437292,91
2024-04-11,143,6126.086617459381,96
2024-04-12,963,9600.924632253907,42
2024-04-13,687,6616.997198819481,26
2024-04-14,252,3035.007180988524,50
2024-04-15,842,8885.720023116144,29
2024-04-16,207,9964.72064775116,16
2024-04-17,247,9533.457135880499,65
2024-04-18,697,7017.305861045507,9
2024-04-19,233,4389.10213362457,65
2024-04-20,394,5876.559146840704,63
2024-04-21,778,8747.407482467237,90
2024-04-22,339,1367.9164789168622,64
2024-04-23,702,3337.3523372919917,77
2024-04-24,883,6820.468683279233,28
2024-04-25,418,9437.32079502783,78
2024-04-26,402,3469.711479213622,91
2024-04-27,104,8784.895341774358,37
2024-04-28,388,3087.5136470799207,37
2024-04-29,320,3598.6508014583346,5
2024-04-30,249,5336.607485138032,1
2024-05-01,597,7853.598854419386,21
2024-05-02,969,4101.2873314498265,15
2024-05-03,927,9812.748991132954,35
2024-05-04,932,3990.263445358629,49
2024-05-05,568,1878.4434828591757,76
2024-05-06,485,9836.395085758784,4
2024-05-07,289,4021.2054058344406,80
2024-05-08,453,8024.028232976057,65
2024-05-09,530,8929.513342601898,31
2024-05-10,322,6024.055950485363,95
2024-05-11,751,4038.627088886971,68
2024-05-12,453,2562.0256531886084,71
2024-05-13,218,2684.733925520105,97
2024-05-14,587,4947.324685844381,12
2024-05-15,428,9993.76311997049,28
2024-05-16,717,4412.263047695818,42
2024-05-17,854,3584.675575506452,9
2024-05-18,960,5858.612233008219,63
2024-05-19,545,1075.3232831626106,18
2024-05-20,344,6857.436909923636,91
2024-05-21,559,6437.861415493437,86
2024-05-22,455,6412.749333548569,47
2024-05-23,889,4553.176247778907,33
2024-05-24,716,1324.4539774291484,46
2024-05-25,964,8868.887051293059,65
2024-05-26,149,1249.9662197408331,33
2024-05-27,552,8536.971332374127,24
2024-05-28,266,3641.184906991416,57
2024-05-29,565,3925.735233319663,95
2024-05-30,348,8923.100596022345,26
2024-05-31,629,2134.5756702736253,55
2024-06-01,195,1440.501584547758,69
2024-06-02,449,2943.6567123309187,15
2024-06-03,695,7664.489422054364,34
2024-06-04,811,1112.1932642479505,74
2024-06-05,129,7047.908418756502,99
2024-06-06,260,7280.839738525917,93
2024-06-07,634,4570.377566836783,94
2024-06-08,476,2986.071545495713,60
2024-06-09,949,7322.3452384797365,53
2024-06-10,593,9919.480173483733,42
2024-06-11,347,3176.9416731437536,64
2024-06-12,853,8502.32140970149,13
2024-06-13,211,8556.507933950432,15
2024-06-14,699,8984.964572521645,45
2024-06-15,928,9203.37722611402,3
2024-06-16,422,6356.78699286743,6
2024-06-17,941,8748.036844143538,53
2024-06-18,368,6331.713662162327,16
2024-06-19,664,5206.603437522437,95
2024-06-20,866,2869.788428260181,66
2024-06-21,339,7265.976086830943,51
2024-06-22,475,3597.9358795381795,78
2024-06-23,624,9115.578642707067,25
2024-06-24,419,5246.3843082329195,97
2024-06-25,199,1393.6857960092177,30
2024-06-26,248,7054.229050980445,22
2024-06-27,868,1288.3286404331063,90
2024-06-28,139,5942.689443062437,30
2024-06-29,572,1409.3406551103299,64
2024-06-30,527,5665.229417079033,39
2024-07-01,674,4290.16931956789,60
2024-07-02,563,1576.3462108942736,24
2024-07-03,926,4983.562049727481,53
2024-07-04,778,1038.2923460535226,90
2024-07-05,184,8447.456319502562,27
2024-07-06,357,3212.996231430525,67
2024-07-07,335,5586.786345892612,3
2024-07-08,208,4216.948640514938,61
2024-07-09,110,7582.465152522155,27
2024-07-10,735,6237.277587753545,84
2024-07-11,689,6472.502326709225,35
2024-07-12,824,2636.103089652489,68
2024-07-13,699,5139.235562075455,92
2024-07-14,739,5992.479234497569,95
2024-07-15,684,8849.40026893422,77
2024-07-16,227,3261.8578463357776,89
2024-07-17,863,9456.426881218375,87
2024-07-18,506,1562.3430568210993,20
2024-07-19,548,8976.095582113832,17
2024-07-20,701,4360.6315176682565,66
2024-07-21,836,5582.99454854588,22
2024-07-22,305,6088.6532184828975,79
2024-07-23,597,1125.6675231050617,89
2024-07-24,583,2188.142967236031,96
2024-07-25,932,8895.635599911468,42
2024-07-26,537,8391.162963429604,38
2024-07-27,596,4123.695632192519,4
2024-07-28,991,5983.075321936964,75
2024-07-29,508,1327.0453213872702,81
2024-07-30,218,2656.2622120674177,50
2024-07-31,353,6497.294890903141,99
2024-08-01,382,8454.416265729993,67
2024-08-02,284,5876.965913684761,98
2024-08-03,381,8210.700604629577,15
2024-08-04,529,7382.97370714491,91
2024-08-05,160,7397.955563724095,87
2024-08-06,982,7224.928331856774,79
2024-08-07,286,2494.6765142800714,75
2024-08-08,722,3729.3199394730714,76
2024-08-09,882,4187.674227178593,53
2024-08-10,887,5390.561672428339,59
2024-08-11,668,5816.382645799342,72
2024-08-12,710,5311.381379642602,5
2024-08-13,684,8723.709197969842,9
2024-08-14,693,3962.358934556648,30
2024-08-15,326,6296.160598285099,90
2024-08-16,739,5006.327263634665,2
2024-08-17,693,1423.8803711931284,5
2024-08-18,755,5531.86288631499,45
2024-08-19,950,2048.286748213298,27
2024-08-20,782,3595.2309376906064,58
2024-08-21,186,4742.379846516855,35
2024-08-22,734,7204.455182044193,2
2024-08-23,737,8160.844951647092,5
2024-08-24,904,8974.740308344497,30
2024-08-25,910,8537.273134308933,74
2024-08-26,104,6720.681913860126,73
2024-08-27,279,9521.294233091363,87
2024-08-28,684,8881.563554825396,74
2024-08-29,773,9924.5565708117,5
2024-08-30,850,3952.336365195145,27
2024-08-31,781,5969.08628233482,14
2024-09-01,107,4010.792140621695,51
2024-09-02,168,2220.958821910317,37
2024-09-03,454,7602.823759038009,5
2024-09-04,538,8315.08113990745,30
2024-09-05,227,1166.1288334863216,46
2024-09-06,570,8703.386451077418,7
2024-09-07,778,3073.755264472859,72
2024-09-08,678,3955.8128364096387,58
2024-09-09,574,2606.962949068591,6
2024-09-10,817,1917.0340531265458,25
2024-09-11,596,8212.067977558898,14
2024-09-12,487,8382.993999242917,19
2024-09-13,808,8620.124828623677,25
2024-09-14,476,9408.390003381965,26
2024-09-15,511,9259.71394807094,25
2024-09-16,576,7354.967107730017,30
2024-09-17,140,7224.234570541983,15
2024-09-18,799,8657.606024374332,3
2024-09-19,705,5376.21452224413,69
2024-09-20,441,7252.880540981402,86
2024-09-21,328,6443.2947564682145,1
2024-09-22,699,1607.871599392258,45
2024-09-23,960,1863.103351526442,68
2024-09-24,841,4928.934756072961,70
2024-09-25,854,2876.184864002041,81
2024-09-26,211,1666.614344631837,30
